bytes,threads,stride_B,rw,pattern,repetition,GBps,lat_est_ns
1073741824,4,64,100R,seq,0,39.601947,6778339.802571
1073741824,4,64,100R,seq,1,39.762587,6750955.599633
1073741824,4,64,100R,seq,2,36.246226,7405887.104602
