bytes,threads,stride_B,rw,pattern,repetition,GBps,lat_est_ns
536870912,1,64,100W,seq,0,16.535895,32467001.500000
536870912,1,64,100W,seq,1,13.509323,39740771.000000
536870912,1,64,100W,seq,2,14.572091,36842407.000000
536870912,1,64,100W,seq,3,16.125956,33292345.500000
536870912,1,64,100W,seq,4,18.421516,29143688.500000
