bytes,threads,stride_B,rw,pattern,repetition,GBps,lat_est_ns
536870912,1,256,100R,seq,0,5.562521,96515760.000000
536870912,1,256,100R,seq,1,5.738297,93559276.000000
536870912,1,256,100R,seq,2,5.784659,92809428.000000
536870912,1,256,100R,seq,3,5.510805,97421512.000000
536870912,1,256,100R,seq,4,5.482128,97931108.000000
