bytes,threads,stride_B,rw,pattern,repetition,GBps,lat_est_ns
536870912,1,1024,100R,seq,0,5.394523,99521488.000000
536870912,1,1024,100R,seq,1,5.262569,102016880.000000
536870912,1,1024,100R,seq,2,5.596911,95922720.000000
536870912,1,1024,100R,seq,3,5.501525,97585840.000000
536870912,1,1024,100R,seq,4,5.297031,101353168.000000
