bytes,threads,stride_B,rw,pattern,repetition,GBps,lat_est_ns
1073741824,8,64,100R,seq,0,41.035870,3270741.657810
1073741824,8,64,100R,seq,1,40.845729,3285967.255075
1073741824,8,64,100R,seq,2,39.997019,3355693.252680
