ws_bytes,stride_elems,page_span,huge,repetition,sec,GBps_effective
1073741824,15361,16,0,0,0.004431,2423.488358
1073741824,15361,16,0,1,0.003756,2859.207375
1073741824,15361,16,0,2,0.003670,2926.236459
1073741824,15361,16,0,3,0.003860,2781.771067
1073741824,15361,16,0,4,0.003980,2698.218922
