bytes,threads,stride_B,rw,pattern,repetition,GBps,lat_est_ns
1073741824,1,64,100R,seq,0,17.058735,62943813.000000
1073741824,1,64,100R,seq,1,16.727683,64189511.000000
1073741824,1,64,100R,seq,2,16.046787,66913196.000000
