bytes,threads,stride_B,rw,pattern,repetition,GBps,lat_est_ns
1073741824,2,64,100R,seq,0,25.632695,20944770.783705
1073741824,2,64,100R,seq,1,34.579181,15525842.407456
1073741824,2,64,100R,seq,2,33.835562,15867060.711101
1073741824,2,64,100R,seq,3,33.023787,16257096.961914
1073741824,2,64,100R,seq,4,31.434122,17079239.703389
