bytes,threads,stride_B,rw,pattern,repetition,GBps,lat_est_ns
536870912,1,64,50R50W,seq,0,14.261169,37645644.666667
536870912,1,64,50R50W,seq,1,13.322473,40298142.666667
536870912,1,64,50R50W,seq,2,11.943573,44950612.000000
536870912,1,64,50R50W,seq,3,11.943530,44950772.666667
536870912,1,64,50R50W,seq,4,13.139599,40859001.333333
