ws_bytes,stride_elems,page_span,huge,repetition,sec,GBps_effective
1073741824,1,1,0,0,0.399973,26.845389
1073741824,1,1,0,1,0.391641,27.416478
1073741824,1,1,0,2,0.458688,23.408972
1073741824,1,1,0,3,0.436377,24.605815
1073741824,1,1,0,4,0.435122,24.676780
