ws_bytes,stride_elems,page_span,huge,repetition,sec,GBps_effective
1073741824,1,1,0,0,0.847249,12.673273
1073741824,1,1,0,1,0.532934,20.147732
1073741824,1,1,0,2,1.998909,5.371640
1073741824,1,1,0,3,0.470038,22.843712
1073741824,1,1,0,4,0.426092,25.199753
