bytes,threads,stride_B,rw,pattern,repetition,GBps,lat_est_ns
536870912,1,1024,100R,random,0,2.499969,214750992.000000
536870912,1,1024,100R,random,1,2.126743,252438048.000000
536870912,1,1024,100R,random,2,2.703547,198580176.000000
536870912,1,1024,100R,random,3,2.817666,190537440.000000
536870912,1,1024,100R,random,4,3.475794,154459952.000000
