bytes,threads,stride_B,rw,pattern,repetition,GBps,lat_est_ns
536870912,1,256,100R,random,0,3.106324,172831572.000000
536870912,1,256,100R,random,1,3.417339,157102032.000000
536870912,1,256,100R,random,2,3.380056,158834908.000000
536870912,1,256,100R,random,3,3.578611,150022152.000000
536870912,1,256,100R,random,4,3.125653,171762776.000000
