# started on Sun Sep 21 14:37:15 2025

397.57,msec,task-clock,397574200,100.00,1.061,CPUs utilized
1576570293,,cycles,397567500,100.00,3.965,GHz
222067993,,instructions,397567500,100.00,0.14,insn per cycle
84642173,,cache-references,397567500,100.00,212.897,M/sec
63225500,,cache-misses,397567500,100.00,74.70,of all cache refs
898350,,dTLB-load-misses,397567500,100.00,,
