ws_bytes,stride_elems,page_span,huge,repetition,sec,GBps_effective
1073741824,15361,16,1,0,0.003227,3327.989180
1073741824,15361,16,1,1,0.002667,4026.774318
1073741824,15361,16,1,2,0.002678,4010.152564
1073741824,15361,16,1,3,0.002672,4018.003428
1073741824,15361,16,1,4,0.003112,3450.720946
