kernel,dtype,N,stride,misalign,tail,median_ms,p10_ms,p90_ms,gflops,gibps,cpe,label,hint,check,vecmode
stencil,f32,65536,1,0,0,0.0117,0.0116,0.01174,28.005983,83.464333,0.0,unit,mode:AVX2,isa:AVX2,AVX2
stencil,f32,131072,1,0,0,0.0221,0.02118,0.02428,29.653846,88.375348,0.0,unit,mode:AVX2,isa:AVX2,AVX2
stencil,f32,262144,1,0,0,0.0645,0.06406,0.07384,20.321085,60.561553,0.0,unit,mode:AVX2,isa:AVX2,AVX2
stencil,f32,524288,1,0,0,0.1034,0.0998,0.11252,25.352321,75.555805,0.0,unit,mode:AVX2,isa:AVX2,AVX2
stencil,f32,1048576,1,0,0,0.4011,0.32674,0.72052,13.071229,38.955298,0.0,unit,mode:AVX2,isa:AVX2,AVX2
stencil,f32,2097152,1,0,0,0.9099,0.8913,1.11422,11.524069,34.344401,0.0,unit,mode:AVX2,isa:AVX2,AVX2
stencil,f32,4194304,1,0,0,1.9582,1.92822,2.25444,10.709585,31.917051,0.0,unit,mode:AVX2,isa:AVX2,AVX2
stencil,f32,8388608,1,0,0,3.9878,3.92356,4.39364,10.517837,31.345597,0.0,unit,mode:AVX2,isa:AVX2,AVX2
stencil,f64,8192,1,0,0,0.0063,0.00626,0.00642,6.5,38.743019,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
stencil,f64,16384,1,0,0,0.0129,0.0128,0.01294,6.349612,37.846639,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
stencil,f64,32768,1,0,0,0.0257,0.0257,0.02582,6.374708,37.996222,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
stencil,f64,65536,1,0,0,0.0483,0.0483,0.05032,6.784058,40.436137,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
stencil,f64,131072,1,0,0,0.0973,0.09706,0.10448,6.735355,40.145842,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
stencil,f64,262144,1,0,0,0.2404,0.22448,0.36602,5.452205,32.497672,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
stencil,f64,524288,1,0,0,0.5221,0.49878,0.55982,5.020935,29.927103,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
stencil,f64,1048576,1,0,0,1.0179,1.01344,1.05362,5.150673,30.700403,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
stencil,f64,2097152,1,0,0,2.2147,2.0929,2.73538,4.734614,28.2205,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
stencil,f64,4194304,1,0,0,4.2724,4.20726,5.46772,4.908602,29.257546,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
stencil,f64,8388608,1,0,0,9.1134,8.5373,10.06142,4.602347,27.432126,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
stencil,f64,8192,1,0,0,0.0034,0.00336,0.00348,12.044118,71.788535,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
stencil,f64,16384,1,0,0,0.0064,0.00636,0.00644,12.798437,76.284632,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
stencil,f64,32768,1,0,0,0.013,0.013,0.0131,12.602308,75.115607,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
stencil,f64,65536,1,0,0,0.0259,0.02586,0.04116,12.651351,75.40793,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
stencil,f64,131072,1,0,0,0.058,0.05706,0.0654,11.299138,67.34811,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
stencil,f64,262144,1,0,0,0.1327,0.12584,0.13534,9.877242,58.872949,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
stencil,f64,524288,1,0,0,0.5782,0.39872,0.88846,4.533777,27.023418,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
stencil,f64,1048576,1,0,0,0.9433,0.90892,1.19178,5.558009,33.128316,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
stencil,f64,2097152,1,0,0,1.9289,1.903,2.25114,5.436129,32.401856,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
stencil,f64,4194304,1,0,0,3.9766,3.95404,4.39324,5.273729,31.433873,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
stencil,f64,8388608,1,0,0,8.3932,8.02486,10.96018,4.997263,29.78601,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
stencil,f64,8192,1,0,0,0.0035,0.0033,0.00366,11.7,69.737434,0.0,unit,mode:AVX2,isa:AVX2,AVX2
stencil,f64,16384,1,0,0,0.006,0.00596,0.01008,13.651667,81.370274,0.0,unit,mode:AVX2,isa:AVX2,AVX2
stencil,f64,32768,1,0,0,0.0097,0.0097,0.01056,16.889691,100.670402,0.0,unit,mode:AVX2,isa:AVX2,AVX2
stencil,f64,65536,1,0,0,0.0176,0.0175,0.01812,18.617614,110.969625,0.0,unit,mode:AVX2,isa:AVX2,AVX2
stencil,f64,131072,1,0,0,0.0479,0.04776,0.05182,13.681628,81.54886,0.0,unit,mode:AVX2,isa:AVX2,AVX2
stencil,f64,262144,1,0,0,0.1027,0.09606,0.11128,12.762512,76.0705,0.0,unit,mode:AVX2,isa:AVX2,AVX2
stencil,f64,524288,1,0,0,0.3982,0.35302,0.7008,6.583199,39.238926,0.0,unit,mode:AVX2,isa:AVX2,AVX2
stencil,f64,1048576,1,0,0,1.076,0.93134,1.48598,4.872556,29.042696,0.0,unit,mode:AVX2,isa:AVX2,AVX2
stencil,f64,2097152,1,0,0,1.9219,1.90838,2.0997,5.455929,32.519871,0.0,unit,mode:AVX2,isa:AVX2,AVX2
stencil,f64,4194304,1,0,0,4.0299,3.91172,5.69374,5.203978,31.018125,0.0,unit,mode:AVX2,isa:AVX2,AVX2
stencil,f64,8388608,1,0,0,8.5471,8.08686,12.26694,4.907282,29.24968,0.0,unit,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,0,0,0.5692,0.56122,0.63626,3.684385,20.588106,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,1,0,0.69,0.57646,1.03234,3.039351,16.983696,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,2,0,0.6146,0.5871,0.69272,3.412223,19.06728,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,3,0,0.5585,0.54888,0.58232,3.754972,20.982543,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,4,0,0.5539,0.50964,0.68064,3.786156,21.156797,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,5,0,0.6372,0.57664,0.97746,3.291199,18.391008,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,6,0,0.7488,0.6913,0.83208,2.800684,15.65004,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,7,0,1.0645,0.88048,1.22954,1.970082,11.00869,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,8,0,0.6893,0.51352,1.31528,3.042437,17.000943,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,9,0,0.721,0.57734,0.90986,2.908671,16.253467,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,10,0,0.6258,0.5877,0.8908,3.351154,18.726031,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,11,0,0.5385,0.5183,0.61148,3.894433,21.761838,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,12,0,0.6215,0.6115,0.63722,3.37434,18.855591,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,13,0,0.5194,0.5004,0.61046,4.037643,22.562091,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,14,0,0.5718,0.55818,0.66234,3.667632,20.494491,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,15,0,0.5663,0.55188,0.6808,3.703253,20.693537,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,16,0,0.5599,0.516,0.65788,3.745583,20.930077,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,17,0,0.5537,0.52618,0.65274,3.787524,21.164439,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,18,0,0.5573,0.53668,0.79972,3.763058,21.027723,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,19,0,0.6121,0.59116,0.64228,3.426159,19.145156,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,20,0,0.5818,0.53774,0.72394,3.604593,20.142231,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,21,0,0.6717,0.56586,0.8579,3.122156,17.446405,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,22,0,0.9207,0.74802,1.26206,2.27778,12.728087,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,23,0,0.5805,0.52354,0.7531,3.612665,20.187339,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,24,0,0.5335,0.51644,0.64518,3.930932,21.965792,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,25,0,0.6441,0.56804,0.87328,3.255942,18.193992,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,26,0,0.6029,0.5284,0.65326,3.478441,19.437303,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,27,0,0.5282,0.50602,0.76628,3.970375,22.186198,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,28,0,0.5453,0.53096,1.47894,3.845868,21.490464,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,29,0,0.5525,0.5444,0.5655,3.79575,21.210407,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,30,0,0.6431,0.53976,0.9031,3.261005,18.222283,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,31,0,0.5754,0.51448,0.92164,3.644685,20.366267,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,32,0,0.6177,0.57214,0.8626,3.395098,18.971588,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,33,0,0.5539,0.54156,0.60348,3.786156,21.156797,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,34,0,1.2933,0.88804,1.657,1.621551,9.061123,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,35,0,0.8103,0.73624,0.9054,2.588118,14.462236,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,36,0,0.7823,0.67306,0.94122,2.680752,14.979867,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,37,0,0.7685,0.66052,1.1328,2.72889,15.248861,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,38,0,1.0976,0.89956,1.20308,1.910671,10.676704,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,39,0,0.9155,0.82068,1.21946,2.290718,12.800382,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,40,0,0.7245,0.55162,0.80608,2.89462,16.174948,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,41,0,0.6067,0.5914,0.63054,3.456654,19.31556,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,42,0,0.6383,0.57552,0.91828,3.285527,18.359314,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,43,0,0.5764,0.54026,0.66812,3.638362,20.330933,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,44,0,0.8099,0.59184,1.01128,2.589396,14.469379,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,45,0,0.5749,0.56172,0.63902,3.647855,20.38398,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,46,0,0.9243,0.61552,1.03484,2.268908,12.678513,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,47,0,0.5774,0.54554,0.91762,3.632061,20.295722,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,48,0,0.5461,0.50888,0.56734,3.840234,21.458982,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,49,0,0.834,0.78128,0.9879,2.514571,14.051259,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,50,0,0.7633,0.5587,0.91726,2.747481,15.352745,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,51,0,0.8606,0.68518,0.95442,2.436849,13.616953,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,52,0,0.5505,0.53566,0.89882,3.80954,21.287466,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,53,0,0.6486,0.54982,0.84158,3.233352,18.067761,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,54,0,0.7621,0.55032,0.81396,2.751807,15.376919,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,55,0,0.7121,0.59732,0.93448,2.945025,16.456607,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,56,0,0.5718,0.53086,0.73176,3.667632,20.494491,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,57,0,0.6359,0.55636,0.83282,3.297927,18.428605,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,58,0,0.7637,0.62046,0.89718,2.746042,15.344703,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,59,0,0.8324,0.80998,0.96606,2.519404,14.078268,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,60,0,0.5686,0.54062,0.88298,3.688273,20.609831,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,61,0,1.0158,0.85048,1.34396,2.064532,11.536474,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,62,0,0.6767,0.65578,1.24078,3.099087,17.317497,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,63,0,0.7919,0.58258,0.87944,2.648254,14.79827,0.0,mis,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f32,1048576,1,0,0,0.397,0.3631,0.48188,5.282499,29.518262,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,1,0,0.3703,0.3574,0.43686,5.663386,31.646638,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,2,0,0.599,0.49054,0.71692,3.501088,19.563856,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,3,0,0.4064,0.35534,0.50082,5.160315,28.835507,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,4,0,0.3768,0.3189,0.6865,5.56569,31.100717,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,5,0,0.4023,0.33638,0.41612,5.212906,29.129381,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,6,0,0.3974,0.33248,0.4704,5.277182,29.488551,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,7,0,0.3772,0.35202,0.41688,5.559788,31.067736,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,8,0,0.3459,0.3203,0.41138,6.062885,33.879011,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,9,0,0.4167,0.3603,0.50864,5.032762,28.12275,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,10,0,0.3642,0.323,0.54876,5.758243,32.176689,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,11,0,0.375,0.34466,0.4211,5.592405,31.25,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,12,0,0.3807,0.34272,0.50186,5.508673,30.782112,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,13,0,0.3427,0.33206,0.43412,6.119498,34.19536,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,14,0,0.3639,0.34822,0.44702,5.76299,32.203215,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,15,0,0.4226,0.39418,0.63196,4.962499,27.730123,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,16,0,0.3866,0.3652,0.46566,5.424604,30.312338,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,17,0,0.6359,0.57818,0.81486,3.297927,18.428605,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,18,0,0.3907,0.3446,0.43096,5.367679,29.994241,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,19,0,0.4091,0.37628,0.47156,5.126258,28.645197,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,20,0,0.4584,0.3928,0.5739,4.574939,25.564463,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,21,0,0.3368,0.31892,0.40184,6.226698,34.794388,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,22,0,0.4788,0.40516,0.66428,4.380017,24.475251,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,23,0,0.3922,0.36204,0.4361,5.347149,29.879526,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,24,0,0.5943,0.41066,0.7409,3.528777,19.718576,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,25,0,0.9561,0.68714,1.141,2.193444,12.256825,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,26,0,0.7161,0.59498,0.79076,2.928574,16.364684,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,27,0,1.223,0.89004,1.53424,1.71476,9.581971,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,28,0,0.5764,0.52266,0.69826,3.638362,20.330933,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,29,0,0.5338,0.41452,0.65506,3.928722,21.953447,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,30,0,0.4984,0.43348,0.66084,4.207769,23.512741,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,31,0,0.3304,0.31196,0.38444,6.347312,35.468372,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,32,0,0.3117,0.3046,0.40464,6.72811,37.596246,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,33,0,0.4056,0.34852,0.71128,5.170493,28.892382,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,34,0,0.6101,0.5196,0.90326,3.437391,19.207917,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,35,0,0.4004,0.38796,0.45866,5.237642,29.267607,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,36,0,0.3385,0.31932,0.44392,6.195427,34.619645,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,37,0,0.5079,0.40602,0.7633,4.129065,23.072947,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,38,0,0.6937,0.62712,0.74858,3.02314,16.893109,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,39,0,0.6161,0.53694,0.69374,3.403915,19.020857,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,40,0,0.554,0.53452,0.70284,3.785473,21.152978,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,41,0,0.4381,0.3911,0.5912,4.786925,26.74903,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,42,0,0.3451,0.33384,0.41562,6.07694,33.957549,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,43,0,0.4327,0.3688,0.51822,4.846665,27.082852,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,44,0,0.4936,0.4093,1.00672,4.248687,23.74139,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,45,0,0.378,0.37188,0.46,5.548021,31.001984,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,46,0,0.3593,0.32852,0.46312,5.836772,32.615502,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,47,0,0.4958,0.3838,0.73568,4.229835,23.636043,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,48,0,0.6635,0.55888,0.7892,3.160742,17.66202,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,49,0,0.6124,0.44312,0.71216,3.424481,19.135777,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,50,0,0.6637,0.56528,0.78764,3.159789,17.656697,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,51,0,0.7211,0.59084,0.80036,2.908268,16.251213,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,52,0,0.4883,0.404,0.6267,4.294802,23.999078,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,53,0,0.5905,0.51674,0.69566,3.551485,19.84547,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,54,0,0.4122,0.3297,0.49396,5.087705,28.429767,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,55,0,0.4284,0.39298,0.62904,4.895313,27.354692,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,56,0,0.356,0.34014,0.41704,5.890876,32.917837,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,57,0,0.3558,0.348,0.42252,5.894188,32.936341,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,58,0,0.3254,0.31218,0.39994,6.444843,36.013368,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,59,0,0.3538,0.33358,0.43728,5.927507,33.122527,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,60,0,0.371,0.35972,0.56026,5.652701,31.586927,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,61,0,0.3312,0.31832,0.39898,6.331981,35.382699,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,62,0,0.3961,0.36154,0.47604,5.294501,29.585332,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,63,0,0.4154,0.35358,0.44318,5.048512,28.210761,0.0,mis,mode:AUTO,isa:SSE2+,AUTO
saxpy,f32,1048576,1,0,0,0.3691,0.33468,0.39012,5.681799,31.749526,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,1,0,0.3364,0.30556,0.36786,6.234102,34.835761,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,2,0,0.333,0.31868,0.3843,6.297754,35.191441,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,3,0,0.3495,0.32986,0.38866,6.000435,33.530043,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,4,0,0.3533,0.3273,0.47172,5.935896,33.169403,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,5,0,0.3334,0.29,0.34396,6.290198,35.14922,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,6,0,0.3576,0.32166,0.37048,5.864519,32.770554,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,7,0,0.3329,0.3015,0.45148,6.299646,35.202013,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,8,0,0.3215,0.286,0.35008,6.523023,36.450233,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,9,0,0.352,0.31698,0.39028,5.957818,33.291903,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,10,0,0.388,0.30162,0.39956,5.405031,30.202964,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,11,0,0.3369,0.31676,0.39822,6.22485,34.784061,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,12,0,0.3634,0.3051,0.41488,5.770919,32.247523,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,13,0,0.4156,0.37514,0.62422,5.046083,28.197185,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,14,0,0.3753,0.29774,0.64262,5.587935,31.22502,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,15,0,0.3378,0.3105,0.3635,6.208265,34.691385,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,16,0,0.3729,0.32972,0.56574,5.623899,31.425986,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,17,0,0.329,0.30836,0.35722,6.374322,35.619301,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,18,0,0.6209,0.47336,0.73428,3.3776,18.873812,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,19,0,0.5797,0.52914,0.64372,3.617651,20.215198,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,20,0,0.3727,0.31996,0.40636,5.626917,31.442849,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,21,0,0.3254,0.3053,0.39548,6.444843,36.013368,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,22,0,0.3289,0.30418,0.38528,6.37626,35.630131,0.0,mis,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,23,0,0.3284,0.28476,0.35238,6.385968,35.684379,0.0,mis,mode:AVX2,isa:AVX2,AVX2
