kernel,dtype,N,stride,misalign,tail,median_ms,p10_ms,p90_ms,gflops,gibps,cpe,label,hint,check,vecmode
saxpy,f32,32768,1,0,0,0.0036,0.0036,0.00374,18.204444,101.72526,0.0,unit,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,65536,1,0,0,0.0085,0.00832,0.01048,15.420235,86.167279,0.0,unit,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,131072,1,0,0,0.0116,0.01156,0.01198,22.598621,126.279634,0.0,unit,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,262144,1,0,0,0.0477,0.04736,0.05392,10.991363,61.419025,0.0,unit,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,524288,1,0,0,0.2055,0.1147,0.24724,5.10256,28.512774,0.0,unit,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,1048576,1,0,0,0.3873,0.35944,0.57112,5.4148,30.257552,0.0,unit,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,2097152,1,0,0,0.9654,0.90718,1.04274,4.344628,24.277502,0.0,unit,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,4194304,1,0,0,2.1843,2.1307,2.55934,3.84041,21.459964,0.0,unit,mode:AVX2,isa:AVX2,AVX2
saxpy,f32,8388608,1,0,0,6.1433,5.71964,8.25468,2.730978,15.260528,0.0,unit,mode:AVX2,isa:AVX2,AVX2
saxpy,f64,8192,1,0,0,0.0044,0.0044,0.00512,3.723636,41.614879,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f64,16384,1,0,0,0.0111,0.01056,0.01148,2.952072,32.991976,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f64,32768,1,0,0,0.0203,0.01978,0.02428,3.228374,36.079895,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f64,65536,1,0,0,0.0423,0.04016,0.04916,3.098629,34.629876,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f64,131072,1,0,0,0.0805,0.07118,0.11174,3.256447,36.393634,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f64,262144,1,0,0,0.2006,0.17658,0.53354,2.613599,29.209247,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f64,524288,1,0,0,0.5341,0.4919,0.75744,1.963258,21.941116,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f64,1048576,1,0,0,1.3681,1.23516,1.64162,1.532894,17.131423,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f64,2097152,1,0,0,2.9307,2.8567,3.11668,1.431161,15.994472,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f64,4194304,1,0,0,4.5499,4.3734,5.50004,1.843691,20.604848,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f64,8388608,1,0,0,9.3904,8.94176,10.1088,1.786635,19.967201,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
saxpy,f64,8192,1,0,0,0.0034,0.00326,0.00344,4.818824,53.85455,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
saxpy,f64,16384,1,0,0,0.0065,0.00646,0.00662,5.041231,56.340144,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
saxpy,f64,32768,1,0,0,0.01,0.0099,0.01016,6.5536,73.242188,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
saxpy,f64,65536,1,0,0,0.0233,0.02118,0.02556,5.625408,62.86883,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
saxpy,f64,131072,1,0,0,0.05,0.04962,0.05728,5.24288,58.59375,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
saxpy,f64,262144,1,0,0,0.1057,0.10308,0.1106,4.960151,55.434011,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
saxpy,f64,524288,1,0,0,0.7675,0.72118,0.85284,1.366223,15.26873,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
saxpy,f64,1048576,1,0,0,1.0077,0.97542,1.35852,2.081127,23.25841,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
saxpy,f64,2097152,1,0,0,2.4765,2.25378,2.57192,1.693642,18.927922,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
saxpy,f64,4194304,1,0,0,4.1276,3.98538,4.36692,2.032321,22.712957,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
saxpy,f64,8388608,1,0,0,8.0859,8.04516,8.4111,2.074873,23.188513,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
saxpy,f64,8192,1,0,0,0.0018,0.0017,0.00196,9.102222,101.72526,0.0,unit,mode:AVX2,isa:AVX2,AVX2
saxpy,f64,16384,1,0,0,0.004,0.0039,0.0077,8.192,91.552734,0.0,unit,mode:AVX2,isa:AVX2,AVX2
saxpy,f64,32768,1,0,0,0.0068,0.0068,0.00694,9.637647,107.709099,0.0,unit,mode:AVX2,isa:AVX2,AVX2
saxpy,f64,65536,1,0,0,0.0181,0.0179,0.01894,7.241547,80.930594,0.0,unit,mode:AVX2,isa:AVX2,AVX2
saxpy,f64,131072,1,0,0,0.0487,0.04736,0.05446,5.382834,60.157854,0.0,unit,mode:AVX2,isa:AVX2,AVX2
saxpy,f64,262144,1,0,0,0.126,0.11834,0.147,4.161016,46.502976,0.0,unit,mode:AVX2,isa:AVX2,AVX2
saxpy,f64,524288,1,0,0,0.3608,0.33612,0.37636,2.906253,32.479906,0.0,unit,mode:AVX2,isa:AVX2,AVX2
saxpy,f64,1048576,1,0,0,1.3819,1.19284,2.17258,1.517586,16.960344,0.0,unit,mode:AVX2,isa:AVX2,AVX2
saxpy,f64,2097152,1,0,0,2.4508,2.28286,2.8728,1.711402,19.126408,0.0,unit,mode:AVX2,isa:AVX2,AVX2
saxpy,f64,4194304,1,0,0,4.4826,4.23536,5.3319,1.871371,20.914202,0.0,unit,mode:AVX2,isa:AVX2,AVX2
saxpy,f64,8388608,1,0,0,8.585,8.38916,8.99836,1.954248,21.840419,0.0,unit,mode:AVX2,isa:AVX2,AVX2
dot,f32,8192,1,0,0,0.0117,0.0117,0.01184,1.400342,5.21668,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
dot,f32,16384,1,0,0,0.0199,0.0199,0.02,1.646633,6.134187,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
dot,f32,32768,1,0,0,0.0439,0.0411,0.04482,1.492847,5.56129,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
dot,f32,65536,1,0,0,0.0773,0.0773,0.08312,1.695627,6.316704,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
dot,f32,131072,1,0,0,0.1617,0.15702,0.16572,1.621175,6.039348,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
dot,f32,262144,1,0,0,0.3241,0.31776,0.33258,1.617674,6.026304,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
dot,f32,524288,1,0,0,0.6435,0.6385,0.72292,1.629489,6.070319,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
dot,f32,1048576,1,0,0,1.288,1.27846,1.57928,1.628224,6.065606,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
dot,f32,2097152,1,0,0,2.6028,2.54834,2.7526,1.611458,6.00315,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
dot,f32,4194304,1,0,0,5.2548,5.17174,5.4366,1.596371,5.946944,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
dot,f32,8388608,1,0,0,10.6874,10.48,10.93638,1.569813,5.848008,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
dot,f32,8192,1,0,0,0.011,0.01096,0.01126,1.489455,5.548651,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
dot,f32,16384,1,0,0,0.022,0.02186,0.02358,1.489455,5.548651,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
dot,f32,32768,1,0,0,0.047,0.04696,0.0493,1.394383,5.194481,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
dot,f32,65536,1,0,0,0.0775,0.07736,0.0865,1.691252,6.300403,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
dot,f32,131072,1,0,0,0.1547,0.1546,0.1668,1.694531,6.312621,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
dot,f32,262144,1,0,0,0.315,0.31314,0.32552,1.664406,6.200397,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
dot,f32,524288,1,0,0,0.6933,0.6709,0.87762,1.512442,5.634285,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
dot,f32,1048576,1,0,0,1.3462,1.29128,1.43474,1.557831,5.803372,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
dot,f32,2097152,1,0,0,2.7346,2.60272,2.9126,1.533791,5.713816,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
dot,f32,4194304,1,0,0,5.4518,5.32968,5.86826,1.538686,5.732052,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
dot,f32,8388608,1,0,0,10.9245,10.76956,11.1783,1.535742,5.721086,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
dot,f32,8192,1,0,0,0.0116,0.01136,0.01292,1.412414,5.261651,0.0,unit,mode:AVX2,isa:AVX2,AVX2
dot,f32,16384,1,0,0,0.0231,0.02282,0.02498,1.418528,5.284429,0.0,unit,mode:AVX2,isa:AVX2,AVX2
dot,f32,32768,1,0,0,0.0443,0.04232,0.04834,1.479368,5.511075,0.0,unit,mode:AVX2,isa:AVX2,AVX2
dot,f32,65536,1,0,0,0.0773,0.0773,0.08472,1.695627,6.316704,0.0,unit,mode:AVX2,isa:AVX2,AVX2
dot,f32,131072,1,0,0,0.1705,0.16306,0.18286,1.537501,5.727639,0.0,unit,mode:AVX2,isa:AVX2,AVX2
dot,f32,262144,1,0,0,0.3624,0.35032,0.39426,1.446711,5.389418,0.0,unit,mode:AVX2,isa:AVX2,AVX2
dot,f32,524288,1,0,0,0.6544,0.64894,0.88036,1.602347,5.969208,0.0,unit,mode:AVX2,isa:AVX2,AVX2
dot,f32,1048576,1,0,0,1.3405,1.30122,1.39366,1.564455,5.828049,0.0,unit,mode:AVX2,isa:AVX2,AVX2
dot,f32,2097152,1,0,0,2.7291,2.64682,2.88268,1.536882,5.725331,0.0,unit,mode:AVX2,isa:AVX2,AVX2
dot,f32,4194304,1,0,0,5.3509,5.25948,5.50738,1.5677,5.840139,0.0,unit,mode:AVX2,isa:AVX2,AVX2
dot,f32,8388608,1,0,0,10.8292,10.5929,11.23494,1.549257,5.771433,0.0,unit,mode:AVX2,isa:AVX2,AVX2
dot,f64,8192,1,0,0,0.0108,0.0106,0.01252,1.517037,11.302807,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
dot,f64,16384,1,0,0,0.0206,0.02056,0.02332,1.59068,11.851487,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
dot,f64,32768,1,0,0,0.0399,0.0398,0.048,1.642506,12.237625,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
dot,f64,65536,1,0,0,0.0774,0.0773,0.09524,1.693437,12.617087,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
dot,f64,131072,1,0,0,0.1599,0.1546,0.16796,1.639425,12.214665,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
dot,f64,262144,1,0,0,0.3896,0.3727,0.44434,1.345708,10.026309,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
dot,f64,524288,1,0,0,0.7372,0.68982,0.95754,1.422377,10.597531,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
dot,f64,1048576,1,0,0,1.4149,1.34924,1.52086,1.482191,11.043183,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
dot,f64,2097152,1,0,0,3.1591,2.7677,3.25682,1.32769,9.892058,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
dot,f64,4194304,1,0,0,5.4342,5.37712,5.913,1.543669,11.501233,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
dot,f64,8388608,1,0,0,11.3728,11.19954,11.49646,1.475205,10.991137,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
dot,f64,8192,1,0,0,0.0103,0.0103,0.01038,1.59068,11.851487,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
dot,f64,16384,1,0,0,0.0206,0.02056,0.02354,1.59068,11.851487,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
dot,f64,32768,1,0,0,0.0411,0.041,0.04704,1.59455,11.880322,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
dot,f64,65536,1,0,0,0.0773,0.0773,0.08806,1.695627,12.633409,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
dot,f64,131072,1,0,0,0.1664,0.1622,0.17958,1.575385,11.73753,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
dot,f64,262144,1,0,0,0.3194,0.31692,0.33906,1.641478,12.229962,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
dot,f64,524288,1,0,0,0.7075,0.68448,0.78668,1.482086,11.042403,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
dot,f64,1048576,1,0,0,1.3645,1.29556,1.49598,1.536938,11.451081,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
dot,f64,2097152,1,0,0,2.6735,2.61698,2.73916,1.568844,11.688797,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
dot,f64,4194304,1,0,0,5.5068,5.41932,5.9869,1.523318,11.349604,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
dot,f64,8388608,1,0,0,10.7762,10.67674,11.18906,1.556877,11.599636,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
dot,f64,8192,1,0,0,0.0118,0.01176,0.01212,1.388475,10.344942,0.0,unit,mode:AVX2,isa:AVX2,AVX2
dot,f64,16384,1,0,0,0.0217,0.02064,0.02276,1.510046,11.25072,0.0,unit,mode:AVX2,isa:AVX2,AVX2
dot,f64,32768,1,0,0,0.0438,0.0438,0.04458,1.496256,11.147974,0.0,unit,mode:AVX2,isa:AVX2,AVX2
dot,f64,65536,1,0,0,0.1015,0.1011,0.10694,1.29135,9.621305,0.0,unit,mode:AVX2,isa:AVX2,AVX2
dot,f64,131072,1,0,0,0.1599,0.1546,0.16982,1.639425,12.214665,0.0,unit,mode:AVX2,isa:AVX2,AVX2
dot,f64,262144,1,0,0,0.3297,0.32142,0.33778,1.590197,11.847892,0.0,unit,mode:AVX2,isa:AVX2,AVX2
dot,f64,524288,1,0,0,0.67,0.65512,0.68618,1.565039,11.660448,0.0,unit,mode:AVX2,isa:AVX2,AVX2
dot,f64,1048576,1,0,0,1.3527,1.32818,1.38928,1.550345,11.550972,0.0,unit,mode:AVX2,isa:AVX2,AVX2
dot,f64,2097152,1,0,0,2.673,2.60178,2.84278,1.569137,11.690984,0.0,unit,mode:AVX2,isa:AVX2,AVX2
dot,f64,4194304,1,0,0,5.4476,5.26404,6.81676,1.539872,11.472942,0.0,unit,mode:AVX2,isa:AVX2,AVX2
dot,f64,8388608,1,0,0,10.7605,10.62096,10.89594,1.559148,11.616561,0.0,unit,mode:AVX2,isa:AVX2,AVX2
mul,f32,8192,1,0,0,0.0032,0.0031,0.00328,2.56,28.610229,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
mul,f32,16384,1,0,0,0.0057,0.0057,0.0059,2.874386,32.123766,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
mul,f32,32768,1,0,0,0.0111,0.01106,0.01322,2.952072,32.991976,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
mul,f32,65536,1,0,0,0.0219,0.0219,0.02236,2.992511,33.443921,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
mul,f32,131072,1,0,0,0.0642,0.06256,0.07176,2.04162,22.816881,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
mul,f32,262144,1,0,0,0.2476,0.22926,0.3022,1.05874,11.83234,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
mul,f32,524288,1,0,0,0.2589,0.25516,0.26732,2.02506,22.631808,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
mul,f32,1048576,1,0,0,0.6168,0.59408,0.85996,1.700026,18.99927,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
mul,f32,2097152,1,0,0,1.3015,1.27658,1.3688,1.611335,18.008068,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
mul,f32,4194304,1,0,0,2.7249,2.68634,3.169,1.539251,17.202466,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
mul,f32,8388608,1,0,0,5.3359,5.31494,5.8683,1.572107,17.56967,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
mul,f32,8192,1,0,0,0.0015,0.00146,0.00162,5.461333,61.035156,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
mul,f32,16384,1,0,0,0.0027,0.0026,0.00278,6.068148,67.81684,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
mul,f32,32768,1,0,0,0.0069,0.00588,0.04854,4.748986,53.074049,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
mul,f32,65536,1,0,0,0.0103,0.0103,0.01048,6.362718,71.10892,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
mul,f32,131072,1,0,0,0.0356,0.034,0.04194,3.681798,41.147296,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
mul,f32,262144,1,0,0,0.075,0.0703,0.08138,3.495253,39.0625,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
mul,f32,524288,1,0,0,0.1909,0.18446,0.1961,2.746401,30.693426,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
mul,f32,1048576,1,0,0,0.532,0.50426,0.63682,1.971008,22.027726,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
mul,f32,2097152,1,0,0,1.2882,1.22876,1.66038,1.627971,18.193992,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
mul,f32,4194304,1,0,0,2.5414,2.51438,2.9458,1.650391,18.444558,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
mul,f32,8388608,1,0,0,5.3403,5.24698,5.65642,1.570812,17.555194,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
mul,f32,8192,1,0,0,0.001,0.001,0.00178,8.192,91.552734,0.0,unit,mode:AVX2,isa:AVX2,AVX2
mul,f32,16384,1,0,0,0.002,0.002,0.00274,8.192,91.552734,0.0,unit,mode:AVX2,isa:AVX2,AVX2
mul,f32,32768,1,0,0,0.004,0.004,0.0051,8.192,91.552734,0.0,unit,mode:AVX2,isa:AVX2,AVX2
mul,f32,65536,1,0,0,0.008,0.008,0.01086,8.192,91.552734,0.0,unit,mode:AVX2,isa:AVX2,AVX2
mul,f32,131072,1,0,0,0.0375,0.03606,0.0413,3.495253,39.0625,0.0,unit,mode:AVX2,isa:AVX2,AVX2
mul,f32,262144,1,0,0,0.0712,0.07106,0.07452,3.681798,41.147296,0.0,unit,mode:AVX2,isa:AVX2,AVX2
mul,f32,524288,1,0,0,0.1917,0.16272,0.2033,2.73494,30.565336,0.0,unit,mode:AVX2,isa:AVX2,AVX2
mul,f32,1048576,1,0,0,0.6443,0.62904,0.8505,1.627465,18.188344,0.0,unit,mode:AVX2,isa:AVX2,AVX2
mul,f32,2097152,1,0,0,1.5689,1.4077,2.28862,1.336702,14.938811,0.0,unit,mode:AVX2,isa:AVX2,AVX2
mul,f32,4194304,1,0,0,3.2089,2.94686,3.44284,1.307085,14.60781,0.0,unit,mode:AVX2,isa:AVX2,AVX2
mul,f32,8388608,1,0,0,6.7564,6.4461,6.88508,1.24158,13.875733,0.0,unit,mode:AVX2,isa:AVX2,AVX2
mul,f64,8192,1,0,0,0.0043,0.0043,0.00526,1.905116,42.582667,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
mul,f64,16384,1,0,0,0.0089,0.0089,0.00898,1.840899,41.147296,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
mul,f64,32768,1,0,0,0.0217,0.02096,0.02216,1.510046,33.75216,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
mul,f64,65536,1,0,0,0.0401,0.03946,0.04334,1.634314,36.529769,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
mul,f64,131072,1,0,0,0.0841,0.08058,0.09028,1.558526,34.835761,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
mul,f64,262144,1,0,0,0.19,0.18448,0.1981,1.379705,30.838816,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
mul,f64,524288,1,0,0,0.6287,0.59356,0.95232,0.833924,18.639653,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
mul,f64,1048576,1,0,0,1.2674,1.2387,1.27974,0.827344,18.492583,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
mul,f64,2097152,1,0,0,2.6837,2.59192,3.70612,0.781441,17.466557,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
mul,f64,4194304,1,0,0,5.2813,5.13684,5.85238,0.79418,17.751311,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
mul,f64,8388608,1,0,0,11.2454,10.74426,11.85326,0.745959,16.673484,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
mul,f64,8192,1,0,0,0.0039,0.00356,0.00426,2.100513,46.95012,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
mul,f64,16384,1,0,0,0.0056,0.0056,0.0059,2.925714,65.39481,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
mul,f64,32768,1,0,0,0.0134,0.01292,0.01384,2.445373,54.658349,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
mul,f64,65536,1,0,0,0.0317,0.0316,0.03924,2.067382,46.209582,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
mul,f64,131072,1,0,0,0.0705,0.07006,0.0782,1.859177,41.555851,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
mul,f64,262144,1,0,0,0.1883,0.17498,0.21648,1.392161,31.117233,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
mul,f64,524288,1,0,0,0.5351,0.52426,0.91898,0.979794,21.900112,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
mul,f64,1048576,1,0,0,1.2556,1.2353,1.55978,0.835119,18.666375,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
mul,f64,2097152,1,0,0,2.5422,2.50122,2.8903,0.824936,18.438754,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
mul,f64,4194304,1,0,0,5.4296,5.22676,5.75546,0.772489,17.266465,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
mul,f64,8388608,1,0,0,10.8065,10.4367,11.5302,0.776256,17.350669,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
mul,f64,8192,1,0,0,0.002,0.0019,0.00208,4.096,91.552734,0.0,unit,mode:AVX2,isa:AVX2,AVX2
mul,f64,16384,1,0,0,0.004,0.004,0.00412,4.096,91.552734,0.0,unit,mode:AVX2,isa:AVX2,AVX2
mul,f64,32768,1,0,0,0.0082,0.0081,0.01414,3.996098,89.319741,0.0,unit,mode:AVX2,isa:AVX2,AVX2
mul,f64,65536,1,0,0,0.0318,0.03146,0.03584,2.060881,46.064269,0.0,unit,mode:AVX2,isa:AVX2,AVX2
mul,f64,131072,1,0,0,0.0691,0.06876,0.07924,1.896845,42.397793,0.0,unit,mode:AVX2,isa:AVX2,AVX2
mul,f64,262144,1,0,0,0.1659,0.15602,0.1762,1.580133,35.318716,0.0,unit,mode:AVX2,isa:AVX2,AVX2
mul,f64,524288,1,0,0,0.6438,0.62584,0.70836,0.814365,18.20247,0.0,unit,mode:AVX2,isa:AVX2,AVX2
mul,f64,1048576,1,0,0,1.5423,1.40436,1.71922,0.679878,15.19646,0.0,unit,mode:AVX2,isa:AVX2,AVX2
mul,f64,2097152,1,0,0,3.142,2.9751,3.49392,0.667458,14.918842,0.0,unit,mode:AVX2,isa:AVX2,AVX2
mul,f64,4194304,1,0,0,6.6283,6.50998,6.95736,0.632787,14.143898,0.0,unit,mode:AVX2,isa:AVX2,AVX2
mul,f64,8388608,1,0,0,13.4563,12.98342,13.78492,0.623396,13.933994,0.0,unit,mode:AVX2,isa:AVX2,AVX2
stencil,f32,8192,1,0,0,0.0065,0.0064,0.00662,6.3,18.775463,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
stencil,f32,16384,1,0,0,0.0147,0.01286,0.01504,5.572109,16.606178,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
stencil,f32,32768,1,0,0,0.0342,0.02958,0.04008,4.790351,14.276358,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
stencil,f32,65536,1,0,0,0.0531,0.05098,0.0532,6.17081,18.390446,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
stencil,f32,131072,1,0,0,0.1268,0.11306,0.13056,5.168375,15.402959,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
stencil,f32,262144,1,0,0,0.1991,0.19352,0.20422,6.583174,19.619388,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
stencil,f32,524288,1,0,0,0.4127,0.39458,0.47412,6.351902,18.930143,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
stencil,f32,1048576,1,0,0,0.8632,0.83626,1.04298,6.07376,18.101217,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
stencil,f32,2097152,1,0,0,1.7118,1.67708,1.95094,6.12557,18.25562,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
stencil,f32,4194304,1,0,0,3.4112,3.4024,3.72944,6.147839,18.321989,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
stencil,f32,8388608,1,0,0,7.2255,6.89358,7.42288,5.804862,17.299837,0.0,unit,mode:SCALAR,isa:SSE2+,SCALAR
stencil,f32,8192,1,0,0,0.0028,0.0027,0.00302,14.625,43.585896,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
stencil,f32,16384,1,0,0,0.0037,0.0036,0.00374,22.137838,65.975898,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
stencil,f32,32768,1,0,0,0.0075,0.0074,0.00754,21.844,65.100193,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
stencil,f32,65536,1,0,0,0.0303,0.03,0.03044,10.814191,32.228802,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
stencil,f32,131072,1,0,0,0.0496,0.0495,0.05436,13.212702,39.376919,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
stencil,f32,262144,1,0,0,0.0675,0.0655,0.0727,19.417926,57.869929,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
stencil,f32,524288,1,0,0,0.1653,0.15464,0.21626,15.858621,47.262373,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
stencil,f32,1048576,1,0,0,0.4127,0.39798,0.4348,12.703828,37.860359,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
stencil,f32,2097152,1,0,0,1.4697,1.4416,1.5382,7.134619,21.262822,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
stencil,f32,4194304,1,0,0,1.949,1.89598,2.16382,10.760139,32.067712,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
stencil,f32,8388608,1,0,0,4.0444,3.85738,4.70438,10.370643,30.906926,0.0,unit,mode:AUTO,isa:SSE2+,AUTO
stencil,f32,8192,1,0,0,0.0017,0.0016,0.00188,24.088235,71.788535,0.0,unit,mode:AVX2,isa:AVX2,AVX2
stencil,f32,16384,1,0,0,0.0037,0.00346,0.0039,22.137838,65.975898,0.0,unit,mode:AVX2,isa:AVX2,AVX2
stencil,f32,32768,1,0,0,0.0073,0.0071,0.00746,22.442466,66.88376,0.0,unit,mode:AVX2,isa:AVX2,AVX2
