level,target_bytes,closest_bytes,latency_ns_mean,latency_ns_std,latency_cycles_mean,latency_cycles_std
L1,49152,32768,2.0837522,0.12572824025532214,8.751759240000002,0.528058609072353
L2,1280000,1048576,7.9626604,1.1517317454732248,33.44317368,4.837273330987544
L3,8388608,8388608,17.0145814,0.7860394894837026,71.46124188000002,3.301365855831551
DRAM,1073741824,1073741824,158.272177,14.231741686387297,664.7431434,59.77331508282665
