bytes,threads,stride_B,rw,pattern,repetition,GBps,lat_est_ns
536870912,1,64,100W,seq,0,19.478909,27561652.500000
536870912,1,64,100W,seq,1,19.503552,27526827.500000
536870912,1,64,100W,seq,2,21.494178,24977503.500000
536870912,1,64,100W,seq,3,23.104329,23236810.000000
536870912,1,64,100W,seq,4,17.166768,31273849.000000
