bytes,threads,stride_B,rw,pattern,repetition,GBps,lat_est_ns
536870912,1,1024,100R,random,0,3.639063,147529968.000000
536870912,1,1024,100R,random,1,4.095426,131090384.000000
536870912,1,1024,100R,random,2,3.995899,134355472.000000
536870912,1,1024,100R,random,3,3.907525,137394112.000000
536870912,1,1024,100R,random,4,2.352524,228210592.000000
