bytes,threads,stride_B,rw,pattern,repetition,GBps,lat_est_ns
536870912,1,256,100R,random,0,2.435144,220467844.000000
536870912,1,256,100R,random,1,2.108180,254660872.000000
536870912,1,256,100R,random,2,2.965614,181031968.000000
536870912,1,256,100R,random,3,3.650160,147081492.000000
536870912,1,256,100R,random,4,3.133636,171325236.000000
