bytes,threads,stride_B,rw,pattern,repetition,GBps,lat_est_ns
536870912,1,64,100R,seq,0,9.913107,54157685.000000
536870912,1,64,100R,seq,1,15.518910,34594627.000000
536870912,1,64,100R,seq,2,13.783349,38950687.000000
536870912,1,64,100R,seq,3,12.356745,43447601.000000
536870912,1,64,100R,seq,4,11.225087,47827773.000000
