bytes,threads,stride_B,rw,pattern,repetition,GBps,lat_est_ns
536870912,1,64,70R30W,seq,0,16.637016,32269663.076923
536870912,1,64,70R30W,seq,1,16.523485,32491385.384615
536870912,1,64,70R30W,seq,2,17.165042,31276994.615385
536870912,1,64,70R30W,seq,3,17.155197,31294942.307692
536870912,1,64,70R30W,seq,4,16.005301,33543319.230769
