bytes,threads,stride_B,rw,pattern,repetition,GBps,lat_est_ns
536870912,1,64,50R50W,seq,0,17.224178,31169610.666667
536870912,1,64,50R50W,seq,1,16.286826,32963507.333333
536870912,1,64,50R50W,seq,2,14.479753,37077354.000000
536870912,1,64,50R50W,seq,3,16.720517,32108512.000000
536870912,1,64,50R50W,seq,4,18.972991,28296588.666667
