bytes,threads,stride_B,rw,pattern,repetition,GBps,lat_est_ns
1073741824,1,64,100R,seq,0,14.890861,72107438.000000
1073741824,1,64,100R,seq,1,18.294304,58692684.000000
1073741824,1,64,100R,seq,2,21.607190,49693727.000000
1073741824,1,64,100R,seq,3,20.836024,51532951.000000
1073741824,1,64,100R,seq,4,21.525870,49881459.000000
