bytes,threads,stride_B,rw,pattern,repetition,GBps,lat_est_ns
1073741824,2,64,100R,seq,0,24.987188,21485847.165514
1073741824,2,64,100R,seq,1,16.599960,32341699.392877
1073741824,2,64,100R,seq,2,26.150281,20530216.082049
1073741824,2,64,100R,seq,3,20.557251,26115890.223972
1073741824,2,64,100R,seq,4,19.251737,27886882.220913
