bytes,threads,stride_B,rw,pattern,repetition,GBps,lat_est_ns
536870912,1,64,100R,seq,0,10.098887,53161393.000000
536870912,1,64,100R,seq,1,9.496814,56531686.000000
536870912,1,64,100R,seq,2,9.493908,56548989.000000
536870912,1,64,100R,seq,3,12.812592,41901819.000000
536870912,1,64,100R,seq,4,12.016632,44677319.000000
