bytes,threads,stride_B,rw,pattern,repetition,GBps,lat_est_ns
1073741824,1,64,100R,seq,0,11.272630,95252109.000000
1073741824,1,64,100R,seq,1,12.780371,84014919.000000
1073741824,1,64,100R,seq,2,10.341667,103826768.000000
1073741824,1,64,100R,seq,3,11.562645,92862990.000000
1073741824,1,64,100R,seq,4,13.177111,81485376.000000
