bytes,threads,stride_B,rw,pattern,repetition,GBps,lat_est_ns
536870912,1,1024,100R,seq,0,5.431477,98844368.000000
536870912,1,1024,100R,seq,1,4.422600,121392592.000000
536870912,1,1024,100R,seq,2,5.127723,104699664.000000
536870912,1,1024,100R,seq,3,3.948431,135970704.000000
536870912,1,1024,100R,seq,4,3.769842,142412064.000000
