ws_bytes,stride_elems,page_span,huge,repetition,sec,GBps_effective
1073741824,1,1,0,0,0.472234,22.737481
1073741824,1,1,0,1,0.582839,18.422610
1073741824,1,1,0,2,0.483432,22.210831
1073741824,1,1,0,3,0.482523,22.252669
1073741824,1,1,0,4,0.500538,21.451739
